timestamp,driving_style,road_type,RPM,THROTTLE_POS,SPEED,FUEL_PRESSURE,ENGINE_LOAD,COOLANT_TEMP,INTAKE_TEMP,TIMING_ADVANCE,MAF,INTAKE_PRESSURE,SHORT_FUEL_TRIM_1,LONG_FUEL_TRIM_1,SHORT_FUEL_TRIM_2,LONG_FUEL_TRIM_2,COMMANDED_EQUIV_RATIO,O2_B1S2,O2_B2S2,O2_S1_WR_VOLTAGE,COMMANDED_EGR
2025-05-15T14:31:25.997096,UNKNOWN_STYLE,UNKNOWN_ROAD,777.5,12.549019607843137,0.0,54,1.9607843137254901,81,25,15.5,3.84,28,-3.90625,14.0625,-1.5625,-0.78125,0.140544,0.785,0.765,2.833783474479286,7.0588235294117645
2025-05-15T14:31:30.368376,UNKNOWN_STYLE,UNKNOWN_ROAD,774.5,12.549019607843137,0.0,54,1.9607843137254901,81,25,15.5,3.84,28,-3.90625,14.0625,-1.5625,-0.78125,0.140544,0.785,0.765,2.833783474479286,7.0588235294117645
2025-05-15T14:31:30.870878,UNKNOWN_STYLE,UNKNOWN_ROAD,781.0,12.549019607843137,0.0,54,1.9607843137254901,81,25,15.5,3.84,28,-3.90625,14.0625,-1.5625,-0.78125,0.140544,0.785,0.765,2.833783474479286,7.0588235294117645
2025-05-15T14:31:31.375958,UNKNOWN_STYLE,UNKNOWN_ROAD,776.25,12.941176470588236,0.0,54,1.9607843137254901,81,25,15.5,3.84,28,-3.90625,14.0625,-1.5625,-0.78125,0.140544,0.785,0.765,2.833783474479286,7.0588235294117645
2025-05-15T14:31:31.881009,UNKNOWN_STYLE,UNKNOWN_ROAD,781.0,12.941176470588236,0.0,54,1.9607843137254901,81,25,15.5,3.84,28,-3.90625,14.0625,-1.5625,-0.78125,0.140544,0.785,0.765,2.833783474479286,7.0588235294117645
2025-05-15T14:31:32.386068,UNKNOWN_STYLE,UNKNOWN_ROAD,802.75,12.941176470588236,0.0,54,1.9607843137254901,81,25,15.5,3.84,28,-3.90625,14.0625,-1.5625,-0.78125,0.140544,0.785,0.765,2.833783474479286,7.0588235294117645
2025-05-15T14:31:32.891123,UNKNOWN_STYLE,UNKNOWN_ROAD,809.0,12.549019607843137,0.0,54,1.9607843137254901,81,25,15.5,3.84,28,-3.90625,14.0625,-1.5625,-0.78125,0.140544,0.785,0.765,2.833783474479286,7.0588235294117645
2025-05-15T14:31:33.396150,UNKNOWN_STYLE,UNKNOWN_ROAD,766.75,12.549019607843137,0.0,54,1.9607843137254901,81,25,15.5,3.84,28,-3.90625,14.0625,-1.5625,-0.78125,0.140544,0.785,0.765,2.833783474479286,7.0588235294117645
2025-05-15T14:31:33.901301,UNKNOWN_STYLE,UNKNOWN_ROAD,757.75,12.549019607843137,0.0,54,1.9607843137254901,81,25,15.5,3.84,28,-3.90625,14.0625,-1.5625,-0.78125,0.140544,0.785,0.765,2.833783474479286,7.0588235294117645
2025-05-15T14:31:34.401634,UNKNOWN_STYLE,UNKNOWN_ROAD,763.5,12.549019607843137,0.0,54,1.9607843137254901,81,25,15.5,3.84,28,-3.90625,14.0625,-1.5625,-0.78125,0.140544,0.785,0.765,2.833783474479286,7.0588235294117645
2025-05-15T14:31:34.907088,mild,UNKNOWN_ROAD,758.0,12.549019607843137,0.0,54,1.9607843137254901,81,25,15.5,3.84,28,-3.90625,14.0625,-1.5625,-0.78125,0.140544,0.785,0.765,2.833783474479286,7.0588235294117645
2025-05-15T14:31:35.408557,mild,UNKNOWN_ROAD,745.25,12.549019607843137,0.0,54,1.9607843137254901,81,25,15.5,3.84,28,-3.90625,14.0625,-1.5625,-0.78125,0.140544,0.785,0.765,2.833783474479286,7.0588235294117645
2025-05-15T14:31:35.913621,mild,UNKNOWN_ROAD,751.5,12.549019607843137,0.0,54,1.9607843137254901,81,25,15.5,3.84,28,-3.90625,14.0625,-1.5625,-0.78125,0.140544,0.785,0.765,2.833783474479286,7.0588235294117645
2025-05-15T14:31:36.415781,mild,UNKNOWN_ROAD,777.75,12.549019607843137,0.0,54,1.9607843137254901,81,25,15.5,3.84,28,-3.90625,14.0625,-1.5625,-0.78125,0.140544,0.785,0.765,2.833783474479286,7.0588235294117645
2025-05-15T14:31:36.920881,mild,UNKNOWN_ROAD,766.5,12.549019607843137,0.0,54,1.9607843137254901,81,25,15.5,3.84,28,-3.90625,14.0625,-1.5625,-0.78125,0.140544,0.785,0.765,2.833783474479286,7.0588235294117645
2025-05-15T14:31:37.426055,mild,UNKNOWN_ROAD,744.75,12.549019607843137,0.0,54,1.9607843137254901,81,25,15.5,3.84,28,-3.90625,14.0625,-1.5625,-0.78125,0.140544,0.785,0.765,2.833783474479286,7.0588235294117645
2025-05-15T14:31:37.931173,mild,UNKNOWN_ROAD,757.5,12.549019607843137,0.0,54,1.9607843137254901,81,25,15.5,3.84,28,-3.90625,14.0625,-1.5625,-0.78125,0.140544,0.785,0.765,2.833783474479286,7.0588235294117645
2025-05-15T14:31:38.433530,mild,main,757.25,12.549019607843137,0.0,54,1.9607843137254901,81,25,15.5,3.84,28,-3.90625,14.0625,-1.5625,-0.78125,0.140544,0.785,0.765,2.833783474479286,7.0588235294117645
2025-05-15T14:31:38.938625,mild,main,757.0,12.549019607843137,0.0,54,1.9607843137254901,81,25,15.5,3.84,28,-3.90625,14.0625,-1.5625,-0.78125,0.140544,0.785,0.765,2.833783474479286,7.0588235294117645
2025-05-15T14:31:39.440591,mild,main,751.75,12.549019607843137,0.0,54,1.9607843137254901,81,25,15.5,3.84,28,-3.90625,14.0625,-1.5625,-0.78125,0.140544,0.785,0.765,2.833783474479286,7.0588235294117645
2025-05-15T14:31:39.945688,mild,main,783.5,12.549019607843137,0.0,54,1.9607843137254901,81,25,15.5,3.84,28,-3.90625,14.0625,-1.5625,-0.78125,0.140544,0.785,0.765,2.833783474479286,7.0588235294117645
2025-05-15T14:31:40.448967,mild,main,760.75,12.549019607843137,0.0,54,1.9607843137254901,81,25,15.5,3.84,28,-3.90625,14.0625,-1.5625,-0.78125,0.140544,0.785,0.765,2.833783474479286,7.0588235294117645
2025-05-15T14:31:40.954055,mild,main,755.5,12.549019607843137,0.0,54,1.9607843137254901,81,25,15.5,3.84,28,-3.90625,14.0625,-1.5625,-0.78125,0.140544,0.785,0.765,2.833783474479286,7.0588235294117645
2025-05-15T14:31:41.459138,mild,main,752.0,12.549019607843137,0.0,54,1.9607843137254901,81,25,15.5,3.84,28,-3.90625,14.0625,-1.5625,-0.78125,0.140544,0.785,0.765,2.833783474479286,7.0588235294117645
2025-05-15T14:31:41.964225,mild,main,765.25,12.549019607843137,0.0,54,1.9607843137254901,81,25,15.5,3.84,28,-3.90625,14.0625,-1.5625,-0.78125,0.140544,0.785,0.765,2.833783474479286,7.0588235294117645
2025-05-15T14:31:42.469274,mild,main,778.25,14.117647058823529,0.0,54,1.9607843137254901,81,25,15.5,3.84,28,-3.90625,14.0625,-1.5625,-0.78125,0.140544,0.785,0.765,2.833783474479286,7.0588235294117645
2025-05-15T14:31:42.974382,mild,main,875.5,19.607843137254903,0.0,54,1.9607843137254901,81,25,15.5,3.84,28,-3.90625,14.0625,-1.5625,-0.78125,0.140544,0.785,0.765,2.833783474479286,7.0588235294117645
2025-05-15T14:31:43.480087,mild,main,1094.75,21.96078431372549,5.0,54,1.9607843137254901,81,25,15.5,3.84,28,-3.90625,14.0625,-1.5625,-0.78125,0.140544,0.785,0.765,2.833783474479286,7.0588235294117645
2025-05-15T14:31:43.984409,mild,main,1191.25,18.431372549019606,10.0,54,1.9607843137254901,81,25,15.5,3.84,28,-3.90625,14.0625,-1.5625,-0.78125,0.140544,0.785,0.765,2.833783474479286,7.0588235294117645
2025-05-15T14:31:44.485597,mild,main,1380.75,17.647058823529413,13.0,54,1.9607843137254901,81,25,15.5,3.84,28,-3.90625,14.0625,-1.5625,-0.78125,0.140544,0.785,0.765,2.833783474479286,7.0588235294117645
2025-05-15T14:31:44.987670,mild,main,1684.75,17.254901960784313,15.0,54,1.9607843137254901,81,25,15.5,3.84,28,-3.90625,14.0625,-1.5625,-0.78125,0.140544,0.785,0.765,2.833783474479286,7.0588235294117645
2025-05-15T14:31:45.489777,mild,main,1883.25,16.862745098039216,17.0,54,1.9607843137254901,81,25,15.5,3.84,28,-3.90625,14.0625,-1.5625,-0.78125,0.140544,0.785,0.765,2.833783474479286,7.0588235294117645
2025-05-15T14:31:45.990143,mild,main,1976.5,16.470588235294116,17.0,54,1.9607843137254901,81,25,15.5,3.84,28,-3.90625,14.0625,-1.5625,-0.78125,0.140544,0.785,0.765,2.833783474479286,7.0588235294117645
2025-05-15T14:31:46.495203,mild,main,2026.25,15.686274509803921,18.0,54,1.9607843137254901,81,25,15.5,3.84,28,-3.90625,14.0625,-1.5625,-0.78125,0.140544,0.785,0.765,2.833783474479286,7.0588235294117645
2025-05-15T14:31:46.999224,mild,main,1949.25,14.509803921568627,16.0,54,1.9607843137254901,81,25,15.5,3.84,28,-3.90625,14.0625,-1.5625,-0.78125,0.140544,0.785,0.765,2.833783474479286,7.0588235294117645
2025-05-15T14:31:47.500777,mild,main,1366.0,12.941176470588236,16.0,54,1.9607843137254901,81,25,15.5,3.84,28,-3.90625,14.0625,-1.5625,-0.78125,0.140544,0.785,0.765,2.833783474479286,7.0588235294117645
2025-05-15T14:31:48.005870,mild,main,941.5,12.549019607843137,15.0,54,1.9607843137254901,81,25,15.5,3.84,28,-3.90625,14.0625,-1.5625,-0.78125,0.140544,0.785,0.765,2.833783474479286,7.0588235294117645
2025-05-15T14:31:48.506902,mild,main,843.75,12.549019607843137,13.0,54,1.9607843137254901,81,25,15.5,3.84,28,-3.90625,14.0625,-1.5625,-0.78125,0.140544,0.785,0.765,2.833783474479286,7.0588235294117645
2025-05-15T14:31:49.008427,mild,main,883.25,12.549019607843137,9.0,54,1.9607843137254901,81,25,15.5,3.84,28,-3.90625,14.0625,-1.5625,-0.78125,0.140544,0.785,0.765,2.833783474479286,7.0588235294117645
2025-05-15T14:31:49.513533,mild,main,718.25,12.549019607843137,7.0,54,1.9607843137254901,81,25,15.5,3.84,28,-3.90625,14.0625,-1.5625,-0.78125,0.140544,0.785,0.765,2.833783474479286,7.0588235294117645
2025-05-15T14:31:50.016584,mild,main,790.75,14.901960784313726,7.0,54,1.9607843137254901,81,25,15.5,3.84,28,-3.90625,14.0625,-1.5625,-0.78125,0.140544,0.785,0.765,2.833783474479286,7.0588235294117645
2025-05-15T14:31:50.519132,mild,main,946.75,15.686274509803921,9.0,54,1.9607843137254901,81,25,15.5,3.84,28,-3.90625,14.0625,-1.5625,-0.78125,0.140544,0.785,0.765,2.833783474479286,7.0588235294117645
2025-05-15T14:31:51.024211,mild,main,1195.75,16.07843137254902,11.0,54,1.9607843137254901,81,25,15.5,3.84,28,-3.90625,14.0625,-1.5625,-0.78125,0.140544,0.785,0.765,2.833783474479286,7.0588235294117645
2025-05-15T14:31:51.529249,mild,main,1322.5,18.431372549019606,13.0,54,1.9607843137254901,81,25,15.5,3.84,28,-3.90625,14.0625,-1.5625,-0.78125,0.140544,0.785,0.765,2.833783474479286,7.0588235294117645
2025-05-15T14:31:52.034284,mild,main,1568.0,20.784313725490197,16.0,54,1.9607843137254901,81,25,15.5,3.84,28,-3.90625,14.0625,-1.5625,-0.78125,0.140544,0.785,0.765,2.833783474479286,7.0588235294117645
2025-05-15T14:31:52.538502,mild,main,1980.75,21.568627450980394,19.0,54,1.9607843137254901,81,25,15.5,3.84,28,-3.90625,14.0625,-1.5625,-0.78125,0.140544,0.785,0.765,2.833783474479286,7.0588235294117645
2025-05-15T14:31:53.043577,mild,main,2465.25,26.274509803921568,23.0,54,1.9607843137254901,81,25,15.5,3.84,28,-3.90625,14.0625,-1.5625,-0.78125,0.140544,0.785,0.765,2.833783474479286,7.0588235294117645
2025-05-15T14:31:53.548681,mild,main,3085.5,29.41176470588235,29.0,54,1.9607843137254901,81,25,15.5,3.84,28,-3.90625,14.0625,-1.5625,-0.78125,0.140544,0.785,0.765,2.833783474479286,7.0588235294117645
2025-05-15T14:31:54.053767,mild,main,3540.75,16.862745098039216,31.0,54,1.9607843137254901,81,25,15.5,3.84,28,-3.90625,14.0625,-1.5625,-0.78125,0.140544,0.785,0.765,2.833783474479286,7.0588235294117645
2025-05-15T14:31:54.558847,mild,main,2761.0,23.92156862745098,32.0,54,1.9607843137254901,81,25,15.5,3.84,28,-3.90625,14.0625,-1.5625,-0.78125,0.140544,0.785,0.765,2.833783474479286,7.0588235294117645
2025-05-15T14:31:55.062962,mild,main,2871.25,26.274509803921568,35.0,54,1.9607843137254901,81,25,15.5,3.84,28,-3.90625,14.0625,-1.5625,-0.78125,0.140544,0.785,0.765,2.833783474479286,7.0588235294117645
2025-05-15T14:31:55.565489,mild,main,2789.0,29.41176470588235,40.0,54,1.9607843137254901,81,25,15.5,3.84,28,-3.90625,14.0625,-1.5625,-0.78125,0.140544,0.785,0.765,2.833783474479286,7.0588235294117645
2025-05-15T14:31:56.070548,mild,main,3115.0,29.80392156862745,44.0,54,1.9607843137254901,81,25,15.5,3.84,28,-3.90625,14.0625,-1.5625,-0.78125,0.140544,0.785,0.765,2.833783474479286,7.0588235294117645
2025-05-15T14:31:56.575631,mild,main,3495.5,25.098039215686274,47.0,54,1.9607843137254901,81,25,15.5,3.84,28,-3.90625,14.0625,-1.5625,-0.78125,0.140544,0.785,0.765,2.833783474479286,7.0588235294117645
2025-05-15T14:31:57.080698,mild,main,3461.25,16.862745098039216,47.0,54,1.9607843137254901,81,25,15.5,3.84,28,-3.90625,14.0625,-1.5625,-0.78125,0.140544,0.785,0.765,2.833783474479286,7.0588235294117645
2025-05-15T14:31:57.583633,mild,main,2678.0,21.96078431372549,47.0,54,1.9607843137254901,81,25,15.5,3.84,28,-3.90625,14.0625,-1.5625,-0.78125,0.140544,0.785,0.765,2.833783474479286,7.0588235294117645
2025-05-15T14:31:58.088689,mild,main,2732.0,25.88235294117647,50.0,54,1.9607843137254901,81,25,15.5,3.84,28,-3.90625,14.0625,-1.5625,-0.78125,0.140544,0.785,0.765,2.833783474479286,7.0588235294117645
2025-05-15T14:31:58.591609,mild,main,2869.5,24.313725490196077,52.0,54,1.9607843137254901,81,25,15.5,3.84,28,-3.90625,14.0625,-1.5625,-0.78125,0.140544,0.785,0.765,2.833783474479286,7.0588235294117645
