timestamp,RPM,THROTTLE_POS,SPEED,FUEL_PRESSURE,ENGINE_LOAD,COOLANT_TEMP,INTAKE_TEMP,TIMING_ADVANCE,MAF,INTAKE_PRESSURE,SHORT_FUEL_TRIM_1,LONG_FUEL_TRIM_1,SHORT_FUEL_TRIM_2,LONG_FUEL_TRIM_2,COMMANDED_EQUIV_RATIO,O2_B1S2,O2_B2S2,O2_S1_WR_VOLTAGE,COMMANDED_EGR
2025-05-14T17:41:26.635233,759.0,12.156862745098039,0.0,54,1.9607843137254901,89,33,15.0,3.62,27,3.90625,10.9375,2.34375,-2.34375,0.140544,0.815,0.715,2.804974441138323,7.0588235294117645
2025-05-14T17:41:31.489180,763.75,12.156862745098039,0.0,54,1.9607843137254901,89,33,15.0,3.62,27,3.90625,10.9375,2.34375,-2.34375,0.140544,0.815,0.715,2.804974441138323,7.0588235294117645
2025-05-14T17:41:31.994215,766.25,12.156862745098039,0.0,54,1.9607843137254901,89,33,15.0,3.62,27,3.90625,10.9375,2.34375,-2.34375,0.140544,0.815,0.715,2.804974441138323,7.0588235294117645
2025-05-14T17:41:32.499233,764.0,12.156862745098039,0.0,54,1.9607843137254901,89,33,15.0,3.62,27,3.90625,10.9375,2.34375,-2.34375,0.140544,0.815,0.715,2.804974441138323,7.0588235294117645
2025-05-14T17:41:33.004259,771.5,12.156862745098039,0.0,54,1.9607843137254901,89,33,15.0,3.62,27,3.90625,10.9375,2.34375,-2.34375,0.140544,0.815,0.715,2.804974441138323,7.0588235294117645
2025-05-14T17:41:33.509104,765.75,12.156862745098039,0.0,54,1.9607843137254901,89,33,15.0,3.62,27,3.90625,10.9375,2.34375,-2.34375,0.140544,0.815,0.715,2.804974441138323,7.0588235294117645
2025-05-14T17:41:34.009649,761.75,12.156862745098039,0.0,54,1.9607843137254901,89,33,15.0,3.62,27,3.90625,10.9375,2.34375,-2.34375,0.140544,0.815,0.715,2.804974441138323,7.0588235294117645
2025-05-14T17:41:34.510895,762.0,12.156862745098039,0.0,54,1.9607843137254901,89,33,15.0,3.62,27,3.90625,10.9375,2.34375,-2.34375,0.140544,0.815,0.715,2.804974441138323,7.0588235294117645
2025-05-14T17:41:35.012245,756.5,12.156862745098039,0.0,54,1.9607843137254901,89,33,15.0,3.62,27,3.90625,10.9375,2.34375,-2.34375,0.140544,0.815,0.715,2.804974441138323,7.0588235294117645
2025-05-14T17:41:35.517275,761.25,12.156862745098039,0.0,54,1.9607843137254901,89,33,15.0,3.62,27,3.90625,10.9375,2.34375,-2.34375,0.140544,0.815,0.715,2.804974441138323,7.0588235294117645
2025-05-14T17:41:36.022287,761.25,12.156862745098039,0.0,54,1.9607843137254901,89,33,15.0,3.62,27,3.90625,10.9375,2.34375,-2.34375,0.140544,0.815,0.715,2.804974441138323,7.0588235294117645
2025-05-14T17:41:36.527321,760.5,12.156862745098039,0.0,54,1.9607843137254901,89,33,15.0,3.62,27,3.90625,10.9375,2.34375,-2.34375,0.140544,0.815,0.715,2.804974441138323,7.0588235294117645
2025-05-14T17:41:37.032315,763.25,12.156862745098039,0.0,54,1.9607843137254901,89,33,15.0,3.62,27,3.90625,10.9375,2.34375,-2.34375,0.140544,0.815,0.715,2.804974441138323,7.0588235294117645
2025-05-14T17:41:37.535808,767.25,12.156862745098039,0.0,54,1.9607843137254901,89,33,15.0,3.62,27,3.90625,10.9375,2.34375,-2.34375,0.140544,0.815,0.715,2.804974441138323,7.0588235294117645
2025-05-14T17:41:38.127978,763.5,12.156862745098039,0.0,54,1.9607843137254901,89,33,15.0,3.62,27,3.90625,10.9375,2.34375,-2.34375,0.140544,0.815,0.715,2.804974441138323,7.0588235294117645
2025-05-14T17:41:38.630185,761.75,12.156862745098039,0.0,54,1.9607843137254901,89,33,15.0,3.62,27,3.90625,10.9375,2.34375,-2.34375,0.140544,0.815,0.715,2.804974441138323,7.0588235294117645
2025-05-14T17:41:39.131973,761.25,12.156862745098039,0.0,54,1.9607843137254901,89,33,15.0,3.62,27,3.90625,10.9375,2.34375,-2.34375,0.140544,0.815,0.715,2.804974441138323,7.0588235294117645
2025-05-14T17:41:39.636996,776.25,12.156862745098039,0.0,54,1.9607843137254901,89,33,15.0,3.62,27,3.90625,10.9375,2.34375,-2.34375,0.140544,0.815,0.715,2.804974441138323,7.0588235294117645
2025-05-14T17:41:40.142191,769.25,12.156862745098039,0.0,54,1.9607843137254901,89,33,15.0,3.62,27,3.90625,10.9375,2.34375,-2.34375,0.140544,0.815,0.715,2.804974441138323,7.0588235294117645
2025-05-14T17:41:40.643640,763.5,12.156862745098039,0.0,54,1.9607843137254901,89,33,15.0,3.62,27,3.90625,10.9375,2.34375,-2.34375,0.140544,0.815,0.715,2.804974441138323,7.0588235294117645
2025-05-14T17:41:41.148638,751.75,12.156862745098039,0.0,54,1.9607843137254901,89,33,15.0,3.62,27,3.90625,10.9375,2.34375,-2.34375,0.140544,0.815,0.715,2.804974441138323,7.0588235294117645
2025-05-14T17:41:41.653324,764.5,12.156862745098039,0.0,54,1.9607843137254901,89,33,15.0,3.62,27,3.90625,10.9375,2.34375,-2.34375,0.140544,0.815,0.715,2.804974441138323,7.0588235294117645
2025-05-14T17:41:42.158389,769.25,12.156862745098039,0.0,54,1.9607843137254901,89,33,15.0,3.62,27,3.90625,10.9375,2.34375,-2.34375,0.140544,0.815,0.715,2.804974441138323,7.0588235294117645
2025-05-14T17:41:42.659624,766.0,12.156862745098039,0.0,54,1.9607843137254901,89,33,15.0,3.62,27,3.90625,10.9375,2.34375,-2.34375,0.140544,0.815,0.715,2.804974441138323,7.0588235294117645
2025-05-14T17:41:43.164690,770.25,12.156862745098039,0.0,54,1.9607843137254901,89,33,15.0,3.62,27,3.90625,10.9375,2.34375,-2.34375,0.140544,0.815,0.715,2.804974441138323,7.0588235294117645
2025-05-14T17:41:43.669686,769.25,12.156862745098039,0.0,54,1.9607843137254901,89,33,15.0,3.62,27,3.90625,10.9375,2.34375,-2.34375,0.140544,0.815,0.715,2.804974441138323,7.0588235294117645
2025-05-14T17:41:44.172381,768.0,12.156862745098039,0.0,54,1.9607843137254901,89,33,15.0,3.62,27,3.90625,10.9375,2.34375,-2.34375,0.140544,0.815,0.715,2.804974441138323,7.0588235294117645
2025-05-14T17:41:44.677406,760.25,12.156862745098039,0.0,54,1.9607843137254901,89,33,15.0,3.62,27,3.90625,10.9375,2.34375,-2.34375,0.140544,0.815,0.715,2.804974441138323,7.0588235294117645
2025-05-14T17:41:45.182401,760.0,12.156862745098039,0.0,54,1.9607843137254901,89,33,15.0,3.62,27,3.90625,10.9375,2.34375,-2.34375,0.140544,0.815,0.715,2.804974441138323,7.0588235294117645
2025-05-14T17:41:45.687404,759.75,12.156862745098039,0.0,54,1.9607843137254901,89,33,15.0,3.62,27,3.90625,10.9375,2.34375,-2.34375,0.140544,0.815,0.715,2.804974441138323,7.0588235294117645
2025-05-14T17:41:46.192444,750.25,12.156862745098039,0.0,54,1.9607843137254901,89,33,15.0,3.62,27,3.90625,10.9375,2.34375,-2.34375,0.140544,0.815,0.715,2.804974441138323,7.0588235294117645
2025-05-14T17:41:46.696184,763.75,12.156862745098039,0.0,54,1.9607843137254901,89,33,15.0,3.62,27,3.90625,10.9375,2.34375,-2.34375,0.140544,0.815,0.715,2.804974441138323,7.0588235294117645
2025-05-14T17:41:47.197709,757.75,12.156862745098039,0.0,54,1.9607843137254901,89,33,15.0,3.62,27,3.90625,10.9375,2.34375,-2.34375,0.140544,0.815,0.715,2.804974441138323,7.0588235294117645
2025-05-14T17:41:47.702695,754.0,12.156862745098039,0.0,54,1.9607843137254901,89,33,15.0,3.62,27,3.90625,10.9375,2.34375,-2.34375,0.140544,0.815,0.715,2.804974441138323,7.0588235294117645
2025-05-14T17:41:48.207722,762.25,12.156862745098039,0.0,54,1.9607843137254901,89,33,15.0,3.62,27,3.90625,10.9375,2.34375,-2.34375,0.140544,0.815,0.715,2.804974441138323,7.0588235294117645
2025-05-14T17:41:48.712064,750.0,12.156862745098039,0.0,54,1.9607843137254901,89,33,15.0,3.62,27,3.90625,10.9375,2.34375,-2.34375,0.140544,0.815,0.715,2.804974441138323,7.0588235294117645
2025-05-14T17:41:49.214011,758.75,12.156862745098039,0.0,54,1.9607843137254901,89,33,15.0,3.62,27,3.90625,10.9375,2.34375,-2.34375,0.140544,0.815,0.715,2.804974441138323,7.0588235294117645
2025-05-14T17:41:49.719002,757.25,12.156862745098039,0.0,54,1.9607843137254901,89,33,15.0,3.62,27,3.90625,10.9375,2.34375,-2.34375,0.140544,0.815,0.715,2.804974441138323,7.0588235294117645
2025-05-14T17:41:50.224020,767.25,12.156862745098039,0.0,54,1.9607843137254901,89,33,15.0,3.62,27,3.90625,10.9375,2.34375,-2.34375,0.140544,0.815,0.715,2.804974441138323,7.0588235294117645
2025-05-14T17:41:50.727398,753.75,12.156862745098039,0.0,54,1.9607843137254901,89,33,15.0,3.62,27,3.90625,10.9375,2.34375,-2.34375,0.140544,0.815,0.715,2.804974441138323,7.0588235294117645
2025-05-14T17:41:51.241960,761.5,12.156862745098039,0.0,54,1.9607843137254901,89,33,15.0,3.62,27,3.90625,10.9375,2.34375,-2.34375,0.140544,0.815,0.715,2.804974441138323,7.0588235294117645
2025-05-14T17:41:51.745337,768.75,12.156862745098039,0.0,54,1.9607843137254901,89,33,15.0,3.62,27,3.90625,10.9375,2.34375,-2.34375,0.140544,0.815,0.715,2.804974441138323,7.0588235294117645
2025-05-14T17:41:52.246226,755.5,12.156862745098039,0.0,54,1.9607843137254901,89,33,15.0,3.62,27,3.90625,10.9375,2.34375,-2.34375,0.140544,0.815,0.715,2.804974441138323,7.0588235294117645
2025-05-14T17:41:52.751230,754.0,12.156862745098039,0.0,54,1.9607843137254901,89,33,15.0,3.62,27,3.90625,10.9375,2.34375,-2.34375,0.140544,0.815,0.715,2.804974441138323,7.0588235294117645
2025-05-14T17:41:53.253691,759.5,12.156862745098039,0.0,54,1.9607843137254901,89,33,15.0,3.62,27,3.90625,10.9375,2.34375,-2.34375,0.140544,0.815,0.715,2.804974441138323,7.0588235294117645
2025-05-14T17:41:53.756717,760.0,12.156862745098039,0.0,54,1.9607843137254901,89,33,15.0,3.62,27,3.90625,10.9375,2.34375,-2.34375,0.140544,0.815,0.715,2.804974441138323,7.0588235294117645
2025-05-14T17:41:54.260781,764.25,12.549019607843137,0.0,54,1.9607843137254901,89,33,15.0,3.62,27,3.90625,10.9375,2.34375,-2.34375,0.140544,0.815,0.715,2.804974441138323,7.0588235294117645
2025-05-14T17:41:54.763833,790.75,12.549019607843137,0.0,54,1.9607843137254901,89,33,15.0,3.62,27,3.90625,10.9375,2.34375,-2.34375,0.140544,0.815,0.715,2.804974441138323,7.0588235294117645
2025-05-14T17:41:55.268833,797.75,12.549019607843137,0.0,54,1.9607843137254901,89,33,15.0,3.62,27,3.90625,10.9375,2.34375,-2.34375,0.140544,0.815,0.715,2.804974441138323,7.0588235294117645
2025-05-14T17:41:55.772769,785.0,12.549019607843137,0.0,54,1.9607843137254901,89,33,15.0,3.62,27,3.90625,10.9375,2.34375,-2.34375,0.140544,0.815,0.715,2.804974441138323,7.0588235294117645
2025-05-14T17:41:56.277390,766.75,12.549019607843137,0.0,54,1.9607843137254901,89,33,15.0,3.62,27,3.90625,10.9375,2.34375,-2.34375,0.140544,0.815,0.715,2.804974441138323,7.0588235294117645
2025-05-14T17:41:56.782413,773.5,12.549019607843137,0.0,54,1.9607843137254901,89,33,15.0,3.62,27,3.90625,10.9375,2.34375,-2.34375,0.140544,0.815,0.715,2.804974441138323,7.0588235294117645
2025-05-14T17:41:57.287438,773.25,12.549019607843137,0.0,54,1.9607843137254901,89,33,15.0,3.62,27,3.90625,10.9375,2.34375,-2.34375,0.140544,0.815,0.715,2.804974441138323,7.0588235294117645
2025-05-14T17:41:57.789611,766.75,12.549019607843137,0.0,54,1.9607843137254901,89,33,15.0,3.62,27,3.90625,10.9375,2.34375,-2.34375,0.140544,0.815,0.715,2.804974441138323,7.0588235294117645
2025-05-14T17:41:58.294126,776.0,12.549019607843137,0.0,54,1.9607843137254901,89,33,15.0,3.62,27,3.90625,10.9375,2.34375,-2.34375,0.140544,0.815,0.715,2.804974441138323,7.0588235294117645
2025-05-14T17:41:58.799135,779.75,12.549019607843137,0.0,54,1.9607843137254901,89,33,15.0,3.62,27,3.90625,10.9375,2.34375,-2.34375,0.140544,0.815,0.715,2.804974441138323,7.0588235294117645
2025-05-14T17:41:59.304153,779.75,12.549019607843137,0.0,54,1.9607843137254901,89,33,15.0,3.62,27,3.90625,10.9375,2.34375,-2.34375,0.140544,0.815,0.715,2.804974441138323,7.0588235294117645
2025-05-14T17:41:59.809205,778.5,12.549019607843137,0.0,54,1.9607843137254901,89,33,15.0,3.62,27,3.90625,10.9375,2.34375,-2.34375,0.140544,0.815,0.715,2.804974441138323,7.0588235294117645
2025-05-14T17:42:00.310726,772.25,12.549019607843137,0.0,54,1.9607843137254901,89,33,15.0,3.62,27,3.90625,10.9375,2.34375,-2.34375,0.140544,0.815,0.715,2.804974441138323,7.0588235294117645
2025-05-14T17:42:00.815736,776.0,12.549019607843137,0.0,54,1.9607843137254901,89,33,15.0,3.62,27,3.90625,10.9375,2.34375,-2.34375,0.140544,0.815,0.715,2.804974441138323,7.0588235294117645
2025-05-14T17:42:01.318873,776.75,12.549019607843137,0.0,54,1.9607843137254901,89,33,15.0,3.62,27,3.90625,10.9375,2.34375,-2.34375,0.140544,0.815,0.715,2.804974441138323,7.0588235294117645
2025-05-14T17:42:01.820064,775.25,12.549019607843137,0.0,54,1.9607843137254901,89,33,15.0,3.62,27,3.90625,10.9375,2.34375,-2.34375,0.140544,0.815,0.715,2.804974441138323,7.0588235294117645
2025-05-14T17:42:02.325071,774.25,12.549019607843137,0.0,54,1.9607843137254901,89,33,15.0,3.62,27,3.90625,10.9375,2.34375,-2.34375,0.140544,0.815,0.715,2.804974441138323,7.0588235294117645
2025-05-14T17:42:02.830079,783.0,12.549019607843137,0.0,54,1.9607843137254901,89,33,15.0,3.62,27,3.90625,10.9375,2.34375,-2.34375,0.140544,0.815,0.715,2.804974441138323,7.0588235294117645
2025-05-14T17:42:03.334677,769.5,12.549019607843137,0.0,54,1.9607843137254901,89,33,15.0,3.62,27,3.90625,10.9375,2.34375,-2.34375,0.140544,0.815,0.715,2.804974441138323,7.0588235294117645
