timestamp,RPM,ENGINE_LOAD,ABSOLUTE_LOAD,COOLANT_TEMP,INTAKE_TEMP,OIL_TEMP,INTAKE_PRESSURE,BAROMETRIC_PRESSURE,CONTROL_MODULE_VOLTAGE,THROTTLE_POS,FUEL_PRESSURE,FUEL_RAIL_PRESSURE_VAC,SHORT_FUEL_TRIM_1,LONG_FUEL_TRIM_1,COMMANDED_EQUIV_RATIO,O2_SENSORS,O2_B1S1,SPEED
2025-05-07T17:13:45.868476,756.5,1.9607843137254901,1807.0588235294117,71,37,-22,28,18,4.6080000000000005,12.549019607843137,54,364.032,-6.25,20.3125,0.140544,"((), (False, False, True, True), (False, False, True, True))",0.09,0.0
2025-05-07T17:13:52.938445,753.75,1.9607843137254901,1807.0588235294117,71,37,-22,29,18,4.6080000000000005,12.549019607843137,54,364.032,-6.25,20.3125,0.140544,"((), (False, False, True, True), (False, False, True, True))",0.09,0.0
2025-05-07T17:13:58.694093,764.5,1.9607843137254901,1807.0588235294117,71,37,-22,28,18,4.6080000000000005,12.549019607843137,54,364.032,-6.25,20.3125,0.140544,"((), (False, False, True, True), (False, False, True, True))",0.09,0.0
2025-05-07T17:14:04.300173,745.5,1.9607843137254901,1807.0588235294117,72,37,-22,29,18,4.6080000000000005,12.549019607843137,54,364.032,-6.25,20.3125,0.140544,"((), (False, False, True, True), (False, False, True, True))",0.09,0.0
2025-05-07T17:14:10.039347,759.25,1.9607843137254901,1807.0588235294117,72,37,-22,29,18,4.6080000000000005,12.549019607843137,54,364.032,-6.25,20.3125,0.140544,"((), (False, False, True, True), (False, False, True, True))",0.09,0.0
2025-05-07T17:14:15.601125,751.75,1.9607843137254901,1807.0588235294117,72,37,-22,30,18,4.6080000000000005,12.549019607843137,54,364.032,-4.6875,20.3125,0.140544,"((), (False, False, True, True), (False, False, True, True))",0.09,0.0
2025-05-07T17:14:21.193824,780.75,2.3529411764705883,1807.0588235294117,73,37,-22,32,18,4.6080000000000005,14.117647058823529,54,364.032,-3.90625,14.0625,0.140544,"((), (False, False, True, True), (False, False, True, True))",0.09,12.0
2025-05-07T17:14:26.779546,2504.0,14.509803921568627,1807.0588235294117,74,36,-22,64,18,4.6080000000000005,27.058823529411764,54,364.032,0.78125,6.25,0.140544,"((), (False, False, True, True), (False, False, True, True))",0.09,43.0
2025-05-07T17:14:32.336319,3113.75,8.235294117647058,1807.0588235294117,75,33,-22,45,18,4.6080000000000005,22.352941176470587,54,364.032,-3.125,3.125,0.140544,"((), (False, False, True, True), (False, False, True, True))",0.09,60.0
2025-05-07T17:14:38.080462,1742.0,3.9215686274509802,1807.0588235294117,77,31,-22,23,18,4.6080000000000005,14.117647058823529,54,364.032,0.0,5.46875,0.140544,"((), (False, False, True, True), (False, False, True, True))",0.09,50.0
